id,solution_label,file_name,folder_name,date,Ag 328.068,Ag 338.289,Al 308.215,Al 396.152,As 188.980,As 234.984,B 249.678,B 249.772,Ba 455.403,Ba 493.408,Bi 223.061,Bi 306.771,Ca 317.933,Ca 396.847,Ca 422.673,Cd 214.439,Cd 226.502,Ce 418.659,Ce 446.021,Co 228.615,Co 230.786,Co 231.160,Cr 267.716,Cr 283.563,Cu 324.754,Cu 327.395,Fe 238.204,Fe 259.940,Ga 287.423,Ga 417.204,In 410.176,In 451.131,K 766.491,K 769.897,La 333.749,La 408.671,Li 610.365,Li 670.783,Mg 279.553,Mg 280.270,Mg 285.213,Mn 257.610,Mn 259.372,Mo 281.615,Mo 284.824,Na 568.821,Na 588.995,Na 589.592,Ni 230.299,Ni 231.604,P 213.618,P 214.914,Pb 220.353,Pb 405.781,S 180.669,S 181.972,Sb 206.834,Sb 217.582,Sc 357.253,Sc 361.383,Sn 189.925,Sn 283.998,Sr 407.771,Sr 421.552,Th 283.730,Th 335.123,Th 401.913,Ti 334.941,Ti 337.280,Tl 276.789,Tl 351.923,U 385.957,U 409.013,V 309.310,V 311.837,Y 360.074,Y 371.029,Y 377.433,Yb 328.937,Yb 369.419,Zn 202.548,Zn 213.857,Au 242.794_2,Au 242.794_1,Si 250.690,Si 251.432,Si 251.611,Si 288.158,Cu 213.598,Cu 224.700,Nb 309.417,Nb 313.078,Ta 263.558,Ta 268.517,W 207.912,W 209.475,Mo 202.032,Mo 204.598,Se 203.985,Se 196.026,Au 267.594_2,Pd 340.458,Pt 214.424,Au 267.594_1,Pd 360.955,Pt 306.471,Pt 299.796,Si 288.158_2,Si 288.158_1,Ni 221.648,Zn 213.857_1,Zn 334.502_1,Cr 357.868,Zn 213.857_2,Co 238.892,Cd 228.802,Al 394.401,Sb 231.146,Tl 190.794,Zn 334.502_2,Fe 239.563,Mg 279.800,P 178.222,Pb 280.199,Ga 294.363,In 230.606,V 292.401,Sn 242.950,Sr 216.596,Mn 294.921,Ti 336.122,Li 460.289,Bi 222.821,Zn 334.502
28,BLANK CRM (CUO),1404-01-09 MELLI (SER-155)(SER-153)(SER-158) DAU(241-300)  2827  2826  2781.csv,oes 4ac,1404/01/09,-1.18969,-0.50731,144.872,81.2251,-0.188043,5.72764,6.61624,6.57581,-1.31723,-1.3241,41.3183,45.698,426.553,323.147,324.157,-1.71564,-1.80107,2.67975,3.27169,-1.75331,-2.01257,-2.11029,3.07497,4.04489,2.4327,2.60968,-52.2198,139.059,0.610716,6.22693,-25.9012,-18.1166,45.1715,-232.808,1.93064,1.90796,21.1641,-1.29785,-804.867,56.5758,53.9965,2.23464,0.739489,11.353,9.85857,1584.64,1755.99,1564.49,-3.02233,2.43514,26.4145,-12.3837,25.4269,1.20225,1061300.0,1308780.0,-1.00039,10.5114,-0.309447,-0.000354885,16.8081,-1.12162,2.47169,4.20681,0.0985788,0.664816,-3.07503,-4.24296,-4.00092,10.9826,18.3685,3.51921,9.36878,-2.16622,-0.138082,0.149315,0.171907,0.150159,0.132548,0.15878,5.73782,5.49529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Blank,1404-01-10 MELLI -- 2605 ZP.csv,oes 4ac,1404/01/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CRM-BLANK D,1404-01-10 MELLI -- 2605 ZP.csv,oes 4ac,1404/01/10,-5.50665,-0.809195,160.519,40.0875,3.02633,42.0379,7.18977,6.05343,-4.32837,-3.89315,115.745,109.921,69.0361,244.961,239.972,-9.18458,-8.30708,13.84,6.13849,-12.4905,-16.9682,-19.9766,12.6496,6.959,-1.05526,2.24351,95.8391,256.386,7.4935,14.0132,12.9242,-52.138,27.4025,64.146,4.10689,5.12894,42.1737,-6.61249,-2591.0,23.4829,22.3886,-4.73974,-5.46715,26.7872,27.8657,686.956,617.938,493.783,-16.3343,-14.4893,6.04395,-243.818,58.7874,76.6505,736.57,816.397,7.47312,-2.78666,0.0429403,0.214118,33.5854,33.0486,-7.92202,-6.79639,1.09391,6.94985,-1.70095,18.7988,27.217,43.242,16.9034,,,4.98975,-1.2489,0.0854594,-0.129269,-0.157379,-0.340531,-0.194492,4.88384,1.74193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BLANK R,1404-01-10 MELLI -- 2605 ZP.csv,oes 4ac,1404/01/10,-1.47125,0.282051,301.663,160.448,13.7832,57.7339,6.17941,3.23008,-5.62022,-5.18571,114.029,95.6141,-14.4597,185.451,182.462,-8.46691,-7.84207,14.5025,5.95627,-12.5421,-18.5968,-19.6712,0.378284,-5.99657,2.6216,6.6645,79.9178,242.857,7.06954,19.5968,4.37411,19.3492,76.6422,440.229,4.29874,5.10405,41.244,-5.0838,-2550.4,55.7758,50.8764,1.02218,0.28809,24.3249,28.9795,871.365,228.432,254.174,-18.7407,-18.0432,14.2345,-208.145,59.7082,67.9961,238.334,310.502,9.46981,13.5949,0.684939,0.147458,-2.52804,11.585,-8.26253,-7.12837,4.27761,13.9768,3.69223,10.5385,19.4902,-38.5463,13.6377,,,6.26443,-1.2114,0.412065,-0.119034,-0.121125,-0.303357,-0.18466,-6.57769,-11.8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BLANK CRM (CUO),1404-01-10 MELLI -- 2605 ZP.csv,oes 4ac,1404/01/10,-2.58883,-0.28133,130.987,77.4995,1.93813,-2.26729,4.43478,3.88975,-2.8734,-2.69721,42.7882,43.1469,357.971,319.946,292.599,-3.81121,-3.29304,8.19035,2.88132,-5.12908,-6.78785,-8.07846,0.908967,-1.21192,-1.05727,0.193225,86.3662,146.42,2.28866,2.99786,5.83578,-30.4238,41.9386,-59.1311,2.1161,2.0055,16.5168,-2.95738,-981.274,50.7527,46.4648,-0.752784,-1.00538,11.2937,11.8673,1490.65,1743.27,1071.86,-4.29118,-5.09316,28.8816,-76.3658,14.943,39.6346,938768.0,1269750.0,-2.01343,-3.79402,-0.496747,0.0541694,6.05296,12.9027,-1.47892,-0.861219,0.562746,0.173465,1.13523,0.891632,4.60275,36.815,-2.36684,,,1.94,-0.394668,0.124154,-0.0218771,-0.00443375,-0.147583,-0.0551773,1.10892,-1.34089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,BLANK ZP 2605,1404-01-10 MELLI -- 2605 ZP.csv,oes 4ac,1404/01/10,-1412.63,-411.176,28456.5,-1346.02,-633.312,8109.78,87.98,22.205,-1548.29,-1434.69,27971.1,28965.0,-64626.0,4724.49,3110.33,-2535.6,-2076.34,1948.88,1469.93,-3029.35,-2629.22,-4454.03,-1961.7,-3666.49,-789.839,177.075,-40756.1,5731.54,487.814,2117.1,1356.2,-5207.05,-424.564,27785.2,1030.98,1201.34,10729.7,-1430.71,-664083.0,-4482.09,-5059.23,-1777.83,-2008.62,5964.19,7082.56,11892800.0,11877700.0,7013960.0,1295940.0,1297730.0,1181.17,-47728.4,-931.248,3687.11,27708.6,45646.1,1856.13,-2245.54,-469.67,54.564,6202.27,3225.69,-2512.02,-2232.65,1040.43,-592.376,1078.96,-2186.32,319.36,-2061.23,2903.46,,,1309.29,-291.027,51.2896,-36.6816,-57.2713,-93.7978,-49.6982,-3174.65,773.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Blank,1404-01-10 MELLI -- SER156(1-76)  -- SER154(1-28) -- 2663(1270-1329) -- 2782(1-18) -- SER151(1-68).csv,oes 4ac,1404/01/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CRM-BLANK D,1404-01-10 MELLI -- SER156(1-76)  -- SER154(1-28) -- 2663(1270-1329) -- 2782(1-18) -- SER151(1-68).csv,oes 4ac,1404/01/10,-5.50665,-0.809195,160.519,40.0875,3.02633,42.0379,7.18977,6.05343,-4.32837,-3.89315,115.745,109.921,69.0361,244.961,239.972,-9.18458,-8.30708,13.84,6.13849,-12.4905,-16.9682,-19.9766,12.6496,6.959,-1.05526,2.24351,95.8391,256.386,7.4935,14.0132,12.9242,-52.138,27.4025,64.146,4.10689,5.12894,42.1737,-6.61249,-2591.0,23.4829,22.3886,-4.73974,-5.46715,26.7872,27.8657,686.956,617.938,493.783,-16.3343,-14.4893,6.04395,-243.818,58.7874,76.6505,736.57,816.397,7.47312,-2.78666,0.0429403,0.214118,33.5854,33.0486,-7.92202,-6.79639,1.09391,6.94985,-1.70095,18.7988,27.217,43.242,16.9034,,,4.98975,-1.2489,0.0854594,-0.129269,-0.157379,-0.340531,-0.194492,4.88384,1.74193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BLANK R,1404-01-10 MELLI -- SER156(1-76)  -- SER154(1-28) -- 2663(1270-1329) -- 2782(1-18) -- SER151(1-68).csv,oes 4ac,1404/01/10,-1.47125,0.282051,301.663,160.448,13.7832,57.7339,6.17941,3.23008,-5.62022,-5.18571,114.029,95.6141,-14.4597,185.451,182.462,-8.46691,-7.84207,14.5025,5.95627,-12.5421,-18.5968,-19.6712,0.378284,-5.99657,2.6216,6.6645,79.9178,242.857,7.06954,19.5968,4.37411,19.3492,76.6422,440.229,4.29874,5.10405,41.244,-5.0838,-2550.4,55.7758,50.8764,1.02218,0.28809,24.3249,28.9795,871.365,228.432,254.174,-18.7407,-18.0432,14.2345,-208.145,59.7082,67.9961,238.334,310.502,9.46981,13.5949,0.684939,0.147458,-2.52804,11.585,-8.26253,-7.12837,4.27761,13.9768,3.69223,10.5385,19.4902,-38.5463,13.6377,,,6.26443,-1.2114,0.412065,-0.119034,-0.121125,-0.303357,-0.18466,-6.57769,-11.8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BLANK CRM (CUO),1404-01-10 MELLI -- SER156(1-76)  -- SER154(1-28) -- 2663(1270-1329) -- 2782(1-18) -- SER151(1-68).csv,oes 4ac,1404/01/10,-2.58883,-0.28133,130.987,77.4995,1.93813,-2.26729,4.43478,3.88975,-2.8734,-2.69721,42.7882,43.1469,357.971,319.946,292.599,-3.81121,-3.29304,8.19035,2.88132,-5.12908,-6.78785,-8.07846,0.908967,-1.21192,-1.05727,0.193225,86.3662,146.42,2.28866,2.99786,5.83578,-30.4238,41.9386,-59.1311,2.1161,2.0055,16.5168,-2.95738,-981.274,50.7527,46.4648,-0.752784,-1.00538,11.2937,11.8673,1490.65,1743.27,1071.86,-4.29118,-5.09316,28.8816,-76.3658,14.943,39.6346,938768.0,1269750.0,-2.01343,-3.79402,-0.496747,0.0541694,6.05296,12.9027,-1.47892,-0.861219,0.562746,0.173465,1.13523,0.891632,4.60275,36.815,-2.36684,,,1.94,-0.394668,0.124154,-0.0218771,-0.00443375,-0.147583,-0.0551773,1.10892,-1.34089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Blank,1404-01-10 OES SER-156  SER-154   2663 2782 SER-151 2605.csv,oes 4ac,1404/01/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CRM-BLANK D,1404-01-10 OES SER-156  SER-154   2663 2782 SER-151 2605.csv,oes 4ac,1404/01/10,-5.50665,-0.809195,160.519,40.0875,3.02633,42.0379,7.18977,6.05343,-4.32837,-3.89315,115.745,109.921,69.0361,289.763,288.536,-9.18458,-8.30708,13.84,6.13849,-5.4185,-3.40034,-7.04865,12.6496,6.959,-1.05526,2.24351,95.8391,256.386,7.4935,14.0132,12.9242,-52.138,10.8348,64.146,4.10689,5.12894,42.1737,-4.72983,-2591.0,23.4829,22.3886,-4.73974,-5.46715,26.7872,27.8657,686.956,617.938,493.783,3.50493,2.65006,6.04395,-243.818,58.7874,76.6505,736.57,816.397,7.47312,-2.78666,0.0429403,0.214118,33.5854,33.0486,-7.92202,-6.79639,1.09391,6.94985,-1.70095,18.7988,27.217,43.242,16.9034,-5.77086,-1.03825,4.98975,-1.2489,0.0854594,-0.129269,-0.157379,-0.340531,-0.194492,4.88384,1.74193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BLANK R,1404-01-10 OES SER-156  SER-154   2663 2782 SER-151 2605.csv,oes 4ac,1404/01/10,-1.47125,0.282051,301.663,160.448,13.7832,57.7339,6.17941,3.23008,-5.62022,-5.18571,114.029,95.6141,-14.4597,210.866,214.289,-8.46691,-7.84207,14.5025,5.95627,-5.46852,-4.94197,-6.75945,0.378284,-5.99657,2.6216,6.6645,79.9178,242.857,7.06954,19.5968,4.37411,19.3492,70.7542,440.229,4.29874,5.10405,41.244,-3.20233,-2550.4,55.7758,50.8764,1.02218,0.28809,24.3249,28.9795,871.365,228.432,254.174,1.29613,-0.685066,14.2345,-208.145,59.7082,67.9961,238.334,310.502,9.46981,13.5949,0.684939,0.147458,-2.52804,11.585,-8.26253,-7.12837,4.27761,13.9768,3.69223,10.5385,19.4902,-38.5463,13.6377,4.41694,-0.345041,6.26443,-1.2114,0.412065,-0.119034,-0.121125,-0.303357,-0.18466,-6.57769,-11.8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BLANK CRM (CUO),1404-01-10 OES SER-156  SER-154   2663 2782 SER-151 2605.csv,oes 4ac,1404/01/10,-2.58883,-0.28133,130.987,77.4995,1.93813,-2.26729,4.43478,3.88975,-2.8734,-2.69721,42.7882,43.1469,357.971,410.176,369.243,-3.81121,-3.29304,8.19035,2.88132,-2.2963,-1.36068,-2.90263,0.908967,-1.21192,-1.05727,0.193225,86.3662,146.42,2.28866,2.99786,5.83578,-30.4238,42.0304,-59.1311,2.1161,2.0055,16.5168,-2.20407,-981.274,50.7527,46.4648,-0.752784,-1.00538,11.2937,11.8673,1490.65,1743.27,1071.86,3.46031,1.71936,28.8816,-76.3658,14.943,39.6346,938768.0,1269750.0,-2.01343,-3.79402,-0.496747,0.0541694,6.05296,12.9027,-1.47892,-0.861219,0.562746,0.173465,1.13523,0.891632,4.60275,36.815,-2.36684,-4.1868,8.72432,1.94,-0.394668,0.124154,-0.0218771,-0.00443375,-0.147583,-0.0551773,1.10892,-1.34089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,BLANK ZP 2605,1404-01-10 OES SER-156  SER-154   2663 2782 SER-151 2605.csv,oes 4ac,1404/01/10,-1412.63,-411.176,28456.5,-1346.02,-633.312,8109.78,87.98,22.205,-1548.29,-1434.69,27971.1,28965.0,-64626.0,-2486.51,-1302.99,-2535.6,-2076.34,1948.88,1469.93,-1264.13,676.662,-1250.65,-1961.7,-3666.49,-789.839,177.075,-40756.1,5731.54,487.814,2117.1,1356.2,-5207.05,-6144.44,27785.2,1030.98,1201.34,10729.7,-960.217,-664083.0,-4482.09,-5059.23,-1777.83,-2008.62,5964.19,7082.56,11892800.0,11877700.0,7013960.0,1194120.0,1221930.0,1181.17,-47728.4,-931.248,3687.11,27708.6,45646.1,1856.13,-2245.54,-469.67,54.564,6202.27,3225.69,-2512.02,-2232.65,1040.43,-592.376,1078.96,-2186.32,319.36,-2061.23,2903.46,-2153.71,-5186.43,1309.29,-291.027,51.2896,-36.6816,-57.2713,-93.7978,-49.6982,-3174.65,773.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Blank,1404-01-16 2781 DIL.csv,oes 4ac,1404/01/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CRM-BLANK D,1404-01-16 2781 DIL.csv,oes 4ac,1404/01/16,-1.60286,-0.783299,113.277,51.6135,16.9001,-28.6523,21.9311,25.3899,-0.934216,-0.758391,91.8397,20.5602,170.795,337.38,344.168,-1.03532,-3.62664,5.49898,4.72801,-4.84684,-5.62903,-8.03477,17.5517,18.6724,-0.646131,-1.94661,-251.857,127.121,-1.12814,20.4674,-0.665389,-12.7775,32.816,-322.726,0.264224,1.65654,37.8336,-5.5026,-4097.76,44.3019,41.1416,6.07122,2.52653,24.2539,28.1257,656.668,614.17,789.97,-0.032356,-1.14014,6.84735,10.0773,38.1736,22.2707,918.458,904.807,0.699351,-7.5807,-0.944462,0.254182,2.53109,41.5838,3.52326,-0.207594,,,,23.7372,20.8084,-1.82381,-5.36222,,,5.90597,-0.294867,0.516268,0.12227,-0.0445796,0.0480377,0.272589,13.1454,10.0554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BLANK R,1404-01-16 2781 DIL.csv,oes 4ac,1404/01/16,3.31989,7.39154,1071.95,1180.96,32.7557,11.8538,23.3846,28.2335,23.4899,23.8133,94.9878,-5.263,313.635,526.917,500.72,-0.706641,-3.1859,8.64162,2.53233,-4.56906,-4.8657,-10.1964,6.97086,7.86936,43.496,43.9825,515.804,848.1,0.780425,18.535,35.7696,4.94862,452.131,258.618,1.90994,1.71682,38.0382,-4.86759,-3928.05,138.846,136.087,17.0551,14.9761,25.1394,30.413,904.058,534.389,712.433,0.180755,-9.14254,16.5586,9.2138,75.7475,63.1692,479.448,486.39,-14.8104,4.66317,0.507977,0.180701,4.55905,24.2745,6.31592,2.40619,,,,44.3684,44.2968,48.4041,-10.5045,,,5.36225,0.506489,0.462411,0.256934,0.131564,0.109073,0.280246,6.77226,0.748489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BLANK CRM (CUO),1404-01-16 2781 DIL.csv,oes 4ac,1404/01/16,-1.12428,-1.45436,67.7191,41.6962,10.4189,-13.9927,18.5458,20.6354,-1.74523,-1.65967,46.8361,33.6297,363.819,425.085,388.161,-0.31789,-1.52228,2.40284,0.68849,-1.72498,-2.46828,-3.42052,3.43237,3.54553,0.179235,-0.131879,-30.7867,110.888,1.25729,14.5082,-3.29381,14.3187,49.316,41.0094,0.435829,0.676441,15.0221,-1.08661,-1579.91,52.2763,48.3806,3.35719,1.98814,10.2321,10.9482,1538.09,1771.43,1581.13,-0.0330261,-1.94859,38.4067,48.6438,12.9524,-4.91515,952347.0,1303360.0,4.66238,-2.78447,0.296275,0.0155604,3.86045,13.4596,3.09061,1.67156,,,,3.13189,1.80083,4.59069,3.28315,,,2.26447,0.0900996,0.0444419,0.0676249,0.00601469,0.0359953,0.11888,4.15384,1.72042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Blank,1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CRM-BLANK D,1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,-1.60286,-0.783299,113.277,51.6135,16.9001,-28.6523,21.9311,25.3899,-0.934216,-0.758391,91.8397,20.5602,170.795,337.38,344.168,-1.03532,-3.62664,5.49898,4.72801,-4.84684,-5.62903,-8.03477,17.5517,18.6724,-0.646131,-1.94661,-251.857,127.121,-1.12814,20.4674,-0.665389,-12.7775,32.816,-322.726,0.264224,1.65654,37.8336,-5.5026,-4097.76,44.3019,41.1416,6.07122,2.52653,24.2539,28.1257,656.668,614.17,789.97,-0.032356,-1.14014,6.84735,10.0773,38.1736,22.2707,918.458,904.807,0.699351,-7.5807,-0.944462,0.254182,2.53109,41.5838,3.52326,-0.207594,,,,23.7372,20.8084,-1.82381,-5.36222,,,5.90597,-0.294867,0.516268,0.12227,-0.0445796,0.0480377,0.272589,13.1454,10.0554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BLANK R,1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,3.31989,7.39154,1071.95,1180.96,32.7557,11.8538,23.3846,28.2335,23.4899,23.8133,94.9878,-5.263,313.635,526.917,500.72,-0.706641,-3.1859,8.64162,2.53233,-4.56906,-4.8657,-10.1964,6.97086,7.86936,43.496,43.9825,515.804,848.1,0.780425,18.535,35.7696,4.94862,452.131,258.618,1.90994,1.71682,38.0382,-4.86759,-3928.05,138.846,136.087,17.0551,14.9761,25.1394,30.413,904.058,534.389,712.433,0.180755,-9.14254,16.5586,9.2138,75.7475,63.1692,479.448,486.39,-14.8104,4.66317,0.507977,0.180701,4.55905,24.2745,6.31592,2.40619,,,,44.3684,44.2968,48.4041,-10.5045,,,5.36225,0.506489,0.462411,0.256934,0.131564,0.109073,0.280246,6.77226,0.748489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BLANK CRM (CUO),1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,-1.12428,-1.45436,67.7191,41.6962,10.4189,-13.9927,18.5458,20.6354,-1.74523,-1.65967,46.8361,33.6297,363.819,425.085,388.161,-0.31789,-1.52228,2.40284,0.68849,-1.72498,-2.46828,-3.42052,3.43237,3.54553,0.179235,-0.131879,-30.7867,110.888,1.25729,14.5082,-3.29381,14.3187,49.316,41.0094,0.435829,0.676441,15.0221,-1.08661,-1579.91,52.2763,48.3806,3.35719,1.98814,10.2321,10.9482,1538.09,1771.43,1581.13,-0.0330261,-1.94859,38.4067,48.6438,12.9524,-4.91515,952347.0,1303360.0,4.66238,-2.78447,0.296275,0.0155604,3.86045,13.4596,3.09061,1.67156,,,,3.13189,1.80083,4.59069,3.28315,,,2.26447,0.0900996,0.0444419,0.0676249,0.00601469,0.0359953,0.11888,4.15384,1.72042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BLANK HF TIZ 2790,1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,6.35819,10.0006,315.527,212.454,35.2343,-27.594,-1.78567,4.23062,-4.93481,-4.67067,140.041,102.879,278.326,531.098,477.323,-1.53872,-4.55763,8.44355,4.41537,-2.24241,-4.7147,-9.07217,4.83084,3.75902,5.21065,2.43714,32.4689,574.974,-1.329,32.2518,-26.951,183.615,62.7677,724.502,2.23882,2.24824,58.5194,-2.53458,-6468.4,57.928,50.0578,9.42262,4.55045,37.4964,50.5245,2067.18,-230.252,146.618,37.5354,-1.42068,12.2669,89.2355,215.825,122.212,318.668,251.626,-5.89339,36.3478,5.99755,0.360117,3167.06,3181.42,4.10304,-1.75995,,,,90.3514,96.6457,53.7032,20.9333,,,9.11106,0.632656,0.353225,0.0169291,-0.0524471,0.249639,0.57145,37.2281,26.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BLANK 1001,1404-01-16 SER-150A(1-60)  2663(1330-1509)  2790  1001.csv,oes 4ac,1404/01/16,0.0835905,-0.0718711,15.5675,3.14451,2.53698,-3.5951,0.0238805,0.816983,-1.08874,-1.06391,20.4394,10.7299,2.9662,32.0298,32.4358,-0.22912,-0.720095,0.65622,0.524207,7.9509,8.16936,8.32362,14.1232,14.3635,0.0423407,-0.29531,-41.831,33.2899,-0.122642,5.07362,2.62831,24.1771,0.73733,190.608,0.153122,0.224591,7.17063,-0.0500574,-830.98,1.96414,1.00176,1.05065,0.3669,8.06501,8.8396,244.049,-44.711,3.68019,43.9037,42.5182,0.165961,4.14237,0.826304,3.58306,-0.112854,14.5484,-0.485089,-3.20278,0.736265,0.0126548,3.79461,14.9228,0.278655,-0.471573,,,,2.62584,2.02376,3.0621,-1.1134,,,1.05649,0.0724216,0.0806523,0.00824251,0.0276092,0.0194179,0.055291,0.866612,-0.355246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
